Id;LotArea;YearBuilt;BedroomAbvGr;GarageCars;GarageArea;SalePrice
674;14442;1957;3;2;416;257500
675;9200;1965;3;1;384;140000
676;2289;1978;3;2;440;148500
677;9600;1900;4;3;779;87000
678;9022;1924;2;1;240;109500
679;11844;2008;3;3;834;372500
680;9945;1961;3;2;572;128500
681;8012;1980;2;1;264;143000
682;4500;1932;3;1;281;159434
683;2887;1996;2;2;431;173000
684;11248;2002;3;3;702;285000
685;16770;1998;4;2;486;221000
686;5062;1984;3;2;577;207500
687;10207;2007;3;2;578;227875
688;5105;2004;2;2;480;148800
689;8089;2007;2;2;567;392000
690;7577;2005;2;2;460;194700
691;4426;2004;1;2;420;141000
692;21535;1994;4;3;832;755000
693;26178;1989;4;2;628;335000
694;5400;1921;2;1;326;108480
695;6120;1936;3;2;576;141500
696;13811;1987;2;2;551;176000
697;6000;1921;2;1;205;89000
698;6420;1952;2;1;308;123500
699;8450;1965;3;1;336;138500
700;4282;2004;2;2;530;196000
701;14331;2002;3;3;765;312500
702;9600;1969;3;2;528;140000
703;12438;2006;4;3;666;361919
704;7630;1900;4;2;672;140000
705;8400;2004;3;2;606;213000
706;5600;1930;3;0;0;55000
707;115149;1971;2;2;739;302000
708;6240;2006;2;2;550;254000
709;9018;2007;3;2;400;179540
710;7162;1966;3;1;408;109900
711;4130;1935;2;0;0;52000
712;8712;1900;2;1;384;102776
713;4671;1988;2;2;472;189000
714;9873;1970;3;2;576;129000
715;13517;1976;3;2;475;130500
716;10140;1974;3;2;478;165000
717;10800;1890;3;2;704;159500
718;10000;1973;3;2;439;157000
719;10542;1993;3;3;983;341000
720;9920;1969;3;1;300;128500
721;6563;1985;2;2;564;275000
722;4426;2004;1;2;420;143000
723;8120;1970;3;2;463;124500
724;8172;1954;4;1;548;135000
725;13286;2007;3;3;768;320000
726;6960;1970;3;2;660;120500
727;21695;1988;3;2;540;222000
728;7314;2007;2;2;632;194500
729;11475;1958;4;3;888;110000
730;6240;1925;2;2;539;103000
731;5389;1995;2;2;608;236500
732;9590;2003;3;2;438;187500
733;11404;1998;3;2;541;222500
734;10000;1961;3;1;264;131400
735;8978;1968;3;1;300;108000
736;10800;1914;2;2;320;163000
737;8544;1950;2;2;400;93500
738;10463;2005;3;3;800;239900
739;10800;1987;3;0;0;179000
740;9313;2004;3;2;572;190000
741;9600;1910;2;2;360;132000
742;6768;1961;3;1;288;142000
743;8450;2000;3;2;539;179000
744;12886;1963;3;2;480;175000
745;5395;1993;2;2;462;180000
746;8963;1976;4;2;831;299800
747;8795;2000;4;2;554;236000
748;11700;1880;4;4;864;265979
749;10593;1996;3;2;527;260400
750;8405;1945;4;1;240;98000
751;8800;1910;3;0;0;96500
752;7750;2003;3;2;400;162000
753;9236;1997;3;2;576;217000
754;10240;2005;3;3;878;275500
755;7930;1969;3;2;440;156000
756;3230;1999;3;2;440;172500
757;10769;2007;3;2;578;212000
758;11616;1978;3;2;440;158900
759;2280;1999;3;2;440;179400
760;12257;1995;4;3;752;290000
761;9100;1959;2;1;300;127500
762;6911;1924;2;2;440;100000
763;8640;2009;3;2;614;215200
764;9430;1999;3;3;856;337000
765;9549;1995;2;2;481;270000
766;14587;2008;2;2;592;264132
767;10421;1988;3;2;496;196500
768;12508;1940;4;1;423;160000
769;9100;2004;3;2;484;216837
770;53504;2003;4;3;841;538000
771;7252;1982;2;2;576;134900
772;8877;1951;2;2;396;102000
773;7819;1976;3;2;672;107000
774;10150;1958;2;1;275;114500
775;14226;2006;3;3;895;395000
776;4500;1998;2;2;412;162000
777;11210;2005;3;3;865;221500
778;13350;1974;3;2;440;142500
779;8400;1977;4;2;630;144000
780;10530;1977;2;2;504;135000
781;7875;1995;3;2;402;176000
782;7153;1992;3;2;484;175900
783;16285;2001;3;2;605;187100
784;9101;1978;1;2;602;165500
785;6300;1914;3;0;0;128000
786;9790;1967;3;2;457;161500
787;10800;1915;4;1;416;139000
788;10142;2004;4;2;618;233000
789;6000;1954;2;1;281;107900
790;12205;1966;5;2;444;187500
791;3182;2005;2;2;397;160200
792;11333;1976;3;2;539;146800
793;9920;1996;3;2;455;269790
794;9158;2007;3;2;474;225000
795;10832;1994;3;2;409;194500
796;8400;1980;3;2;476;171000
797;8197;1977;3;2;528;143500
798;7677;1953;2;1;240;110000
799;13518;2008;4;3;820;485000
800;7200;1937;3;1;240;175000
801;12798;1997;4;2;603;200000
802;4800;1916;2;2;440;109900
803;8199;2005;3;2;410;189000
804;13891;2008;4;3;1020;582933
805;9000;1954;2;1;286;118000
806;12274;2008;3;2;554;227680
807;9750;1967;3;1;384;135500
808;21384;1923;3;2;528;223500
809;13400;1966;3;2;484;159950
810;8100;1898;2;2;360;106000
811;10140;1974;3;2;484;181000
812;4438;2004;1;2;420;144500
813;8712;1952;2;2;504;55993
814;9750;1958;4;1;301;157900
815;8248;1918;3;1;280;116000
816;12137;1998;3;2;598;224900
817;11425;1954;2;1;275;137000
818;13265;2002;3;3;857;271000
819;8816;1971;3;2;440;155000
820;6371;2009;2;2;484;224000
821;7226;2003;3;2;595;183000
822;6000;1953;2;2;576;93000
823;12394;2003;3;2;433;225000
824;9900;1940;3;1;240;139500
825;11216;2006;3;2;776;232600
826;14803;2007;2;3;1220;385000
827;6130;1924;2;0;0;109500
828;8529;2001;3;2;527;189000
829;28698;1967;3;2;538;185000
830;2544;2005;2;2;480;147400
831;11900;1957;3;2;458;166000
832;3180;2005;2;2;480;151000
833;9548;2003;3;2;613;237000
834;10004;1964;3;2;472;167000
835;7875;1961;3;2;456;139950
836;9600;1950;2;2;436;128000
837;8100;1948;2;2;812;153500
838;1680;1973;2;1;264;100000
839;9525;1995;3;1;352;144000
840;11767;1946;3;1;240;130500
841;12155;1925;4;1;400;140000
842;10440;1904;3;2;686;157500
843;9020;1966;3;2;490;174900
844;8000;1961;6;0;0;141000
845;12665;1915;4;3;720;153900
846;16647;1975;3;2;611;171000
847;9317;1993;3;2;425;213000
848;15523;1972;3;1;338;133500
849;45600;1908;5;2;360;240000
850;9600;1976;3;2;512;187000
851;4435;2003;1;2;420;131500
852;3196;2003;2;2;400;215000
853;7128;1941;4;1;240;164000
854;12095;1964;3;2;645;158000
855;17920;1955;3;2;454;170000
856;6897;1962;3;1;260;127000
857;10970;1978;3;2;576;147000
858;8125;1994;3;2;343;174000
859;10400;1976;3;2;479;152000
860;11029;1968;4;2;619;250000
861;7642;1918;3;1;216;189950
862;11625;1965;3;2;504;131500
863;9672;1984;3;2;480;152000
864;7931;1959;3;1;672;132500
865;8640;2007;3;2;529;250580
866;8750;1970;3;2;902;148500
867;10656;2006;3;3;870;248900
868;6970;1961;3;2;544;129000
869;14762;1948;2;2;672;169000
870;9938;1993;3;2;574;236000
871;6600;1962;2;1;308;109500
872;8750;1998;3;2;523;200500
873;8892;1953;3;2;414;116000
874;12144;1949;3;1;288;133000
875;5720;1941;3;1;200;66500
876;9000;2007;4;2;550;303477
877;25286;1963;3;2;648;132250
878;8834;2004;4;3;738;350000
879;11782;1961;3;2;576;148000
880;7000;1978;3;1;336;136500
881;7024;2005;2;2;450;157000
882;13758;1990;3;2;400;187500
883;9636;1992;3;2;389;178000
884;6204;1912;5;1;440;118500
885;7150;1967;3;1;288;100000
886;5119;1999;2;2;506;328900
887;8393;1959;4;2;588;145000
888;16466;1955;3;1;300;135500
889;15865;1970;4;2;621;268000
890;12160;1953;2;2;505;149500
891;8064;1949;3;2;576;122900
892;11184;1978;3;2;440;172500
893;8414;1963;3;1;264;154500
894;13284;1954;3;1;354;165000
895;7018;1979;4;2;400;118858
896;7056;1963;4;2;483;140000
897;8765;1936;2;1;327;106500
898;7018;1979;6;2;528;142953
899;12919;2009;2;3;820;611657
900;6993;1961;3;1;288;135000
901;7340;1971;2;1;684;110000
902;8712;1957;2;1;756;153000
903;7875;2003;3;2;393;180000
904;14859;2006;3;3;690;240000
905;6173;1967;3;1;288;125500
906;9920;1954;3;1;280;128000
907;13501;2006;3;3;865;255000
908;11500;1936;3;1;180;250000
909;8885;1983;2;2;484;131000
910;12589;2005;3;2;390;174000
911;11600;1960;5;2;480;154300
912;9286;1977;3;1;252;143500
913;6120;1925;3;1;450;88000
914;6270;1949;4;3;871;145000
915;3000;2009;2;2;528;173733
916;2001;1970;3;1;286;75000
917;9000;1949;1;1;308;35311
918;17140;1956;3;1;284;135000
919;13125;1991;4;3;833;238000
920;11029;1958;3;2;601;176500
921;8462;1994;3;2;471;201000
922;8777;1900;4;0;0;145900
923;10237;2005;3;2;397;169990
924;8012;1993;2;2;533;193000
925;10240;1980;3;2;612;207500
926;15611;1977;3;2;540;175000
927;11999;2003;4;3;656;285000
928;9900;1968;4;2;486;176000
929;11838;2001;3;2;522;236500
930;13006;1997;4;2;642;222000
931;8925;2007;3;3;610;201000
932;9100;1965;2;1;429;117500
933;11670;2006;3;3;788;320000
934;8487;2004;3;2;570;190000
935;27650;1960;4;2;505;242000
936;5825;1926;1;2;528;79900
937;10083;2003;2;2;555;184900
938;9675;2005;3;2;689;253000
939;8760;2006;3;3;868;239799
940;24090;1940;4;1;349;244400
941;12640;1976;4;2;574;150900
942;8755;1999;3;2;390;214000
943;7711;1977;4;0;0;150000
944;25000;1967;4;2;576;143000
945;14375;1958;3;2;525;137500
946;8820;1890;2;2;456;124900
947;8163;1959;3;1;796;143000
948;14536;2002;3;3;808;270000
949;14006;2002;3;2;474;192500
950;9360;1972;3;2;676;197500
951;7200;1950;3;2;720;129000
952;7800;1965;3;1;300;119900
953;7200;1972;2;1;396;133900
954;11075;1969;4;2;530;172000
955;9400;1975;4;0;0;127500
956;7136;1946;4;2;492;145000
957;1300;1980;2;2;462;124000
958;7420;1962;3;2;576;132000
959;8450;2003;3;2;531;185000
960;2572;1999;3;2;484;155000
961;7207;1958;2;0;0;116500
962;12227;1977;4;2;619;272000
963;2308;1976;3;2;440;155000
964;11923;2007;2;2;702;239000
965;11316;2002;4;2;510;214900
966;10237;2005;3;2;393;178900
967;9600;1940;2;1;256;160000
968;7390;1955;3;1;260;135000
969;5925;1910;2;0;0;37900
970;10382;1958;2;1;264;140000
971;10800;1949;4;0;0;135000
972;2268;2003;2;2;474;173000
973;7892;1979;2;1;264;99500
974;11639;2007;3;2;480;182000
975;11414;1910;3;2;532;167500
976;2651;2000;3;2;490;165000
977;5900;1923;2;0;0;85500
978;4274;2006;1;2;569;199900
979;9450;1954;3;2;400;110000
980;8816;1963;3;2;480;139000
981;12122;1961;3;2;588;178400
982;12203;1998;4;3;676;336000
983;3182;2007;2;2;388;159895
984;11250;2002;4;2;779;255900
985;10125;1977;4;2;539;126000
986;10880;1950;3;1;240;125000
987;5310;1910;2;1;255;117000
988;10159;2009;3;3;606;395192
989;12046;1976;4;2;551;195000
990;8125;2006;3;2;614;197000
991;9452;1997;3;3;870;348000
992;17671;1882;4;2;424;168000
993;9760;1964;3;2;440;187000
994;8846;2005;3;2;564;173900
995;12456;2006;3;3;786;337500
996;4712;1946;3;1;305;121600
997;10659;1961;3;1;368;136500
998;11717;1970;2;2;615;185000
999;9786;1922;3;1;210;91000
1000;6762;2006;2;2;632;206000
1001;10206;1952;2;2;528;82000
1002;5400;1920;2;1;216;86000
1003;11957;2006;3;3;824;232000
1004;11500;1976;4;2;528;136905
1005;3182;2005;1;2;457;181000
1006;8385;1977;3;1;328;149900
1007;12155;1970;3;2;484;163500
1008;2217;1970;3;1;286;88000
1009;12118;2004;3;2;550;240000
1010;6000;1926;4;0;0;102000
1011;21286;1948;4;1;312;135000
1012;9825;1965;4;0;0;100000
1013;10592;1923;3;1;180;165000
1014;7200;1910;2;1;280;85000
1015;11664;1948;2;1;240;119200
1016;8400;2001;3;2;528;227000
1017;11883;1996;3;2;478;203000
1018;5814;1984;1;2;565;187500
1019;10784;1991;3;2;402;160000
1020;3013;2005;2;2;440;213490
1021;7024;2005;2;2;451;176000
1022;7406;2006;2;2;632;194000
1023;9439;1930;2;1;160;87000
1024;3182;2005;2;2;437;191000
1025;15498;1976;2;2;665;287000
1026;7700;1972;3;2;461;112500
1027;9300;1960;3;2;461;167500
1028;9520;2007;3;3;800;293077
1029;9492;1941;3;1;240;105000
1030;1680;1972;3;1;264;118000
1031;7082;1916;5;0;0;160000
1032;15863;1920;5;2;672;197000
1033;14541;1993;5;3;796;310000
1034;8125;2002;3;3;900;230000
1035;6305;1938;2;1;240;119750
1036;11500;1957;3;1;290;84000
1037;12898;2007;2;3;912;315500
1038;9240;2001;3;2;905;287000
1039;1533;1970;3;0;0;97000
1040;1477;1970;1;1;286;80000
1041;13125;1957;3;2;484;155000
1042;9130;1966;4;2;484;173000
1043;5381;2005;1;2;624;196000
1044;11839;1990;4;2;514;262280
1045;9600;1981;4;2;542;278000
1046;13680;1955;4;2;452;139600
1047;16056;2005;4;3;716;556581
1048;9245;1994;3;2;672;145000
1049;21750;1960;3;2;336;115000
1050;11100;1946;2;1;308;84900
1051;8993;2007;3;2;436;176485
1052;11175;2007;3;2;440;200141
1053;9500;1964;4;2;540;165000
1054;8562;1957;4;1;364;144500
1055;11367;2002;3;2;586;255000
1056;11361;1976;3;2;478;180000
1057;7052;2005;2;2;484;185850
1058;29959;1994;3;2;467;248000
1059;11308;2008;3;3;836;335000
1060;11275;1932;3;2;432;220000
1061;4920;2001;2;2;582;213500
1062;18000;1935;2;3;1248;81000
1063;13600;1900;5;2;560;90000
1064;6000;1925;2;2;440;110500
1065;11000;1966;3;2;480;154000
1066;14000;1996;3;2;533;328000
1067;7837;1993;3;2;380;178000
1068;9760;1964;4;2;442;167900
1069;3964;1973;5;2;576;151400
1070;9600;1949;2;2;576;135000
1071;10152;1956;3;1;286;135000
1072;11700;1968;4;2;441;154000
1073;7585;1948;4;1;280;91500
1074;7950;1977;3;2;440;159500
1075;8556;2006;2;3;826;194000
1076;13125;1940;3;1;240;219500
1077;10800;1936;3;2;566;170000
1078;15870;1969;3;1;299;138800
1079;4435;2004;1;2;420;155900
1080;8775;1994;3;1;299;126000
1081;11040;1971;3;2;528;145000
1082;7500;1963;3;1;308;133000
1083;8749;2002;3;2;527;192000
1084;8800;1964;3;1;461;160000
1085;13031;1995;3;2;409;187500
1086;9069;1992;2;2;564;147000
1087;1974;1973;3;1;286;83500
1088;10574;2005;3;3;1043;252000
1089;2522;2004;3;2;380;137500
1090;3316;2005;1;2;550;197000
1091;8544;1950;2;2;400;92900
1092;2160;1999;2;2;462;160000
1093;8400;1925;4;2;576;136500
1094;9230;1965;1;2;884;146000
1095;5868;1956;2;1;308;129000
1096;9317;2006;3;2;440;176432
1097;6882;1914;3;0;0;127000
1098;3696;1986;2;2;461;170000
1099;6000;1936;3;1;240;128000
1100;11880;1978;3;2;478;157000
1101;8400;1920;1;1;246;60000
1102;9758;1971;3;1;280;119500
1103;7000;1960;2;1;254;135000
1104;8910;1959;3;2;539;159500
1105;2016;1970;3;2;440;106000
1106;12256;1994;3;2;712;325000
1107;10357;1990;3;2;719;179900
1108;23257;2006;3;2;422;274725
1109;8063;2000;3;2;463;181000
1110;11362;2004;3;3;862;280000
1111;8000;1995;3;2;431;188000
1112;10480;1976;4;2;483;205000
1113;7100;1957;2;1;308;129900
1114;8923;1953;2;1;240;134500
1115;5400;1954;2;1;326;117000
1116;12085;2007;3;3;928;318000
1117;7750;2002;3;2;527;184100
1118;9764;1967;3;2;450;130000
1119;13825;1958;3;1;300;140000
1120;7560;1959;3;1;286;133700
1121;8263;1920;2;1;308;118400
1122;10084;2005;3;3;782;212900
1123;8926;1956;3;1;288;112000
1124;9405;1947;2;0;0;118000
1125;9125;1992;3;2;392;163900
1126;10434;1955;2;2;672;115000
1127;3684;2007;2;3;660;174000
1128;14572;2004;3;3;630;259000
1129;11796;2004;4;2;434;215000
1130;7200;1980;2;2;672;140000
1131;7804;1928;4;2;576;135000
1132;10712;1991;3;0;0;93500
1133;9900;1880;5;1;205;117500
1134;9828;1995;3;2;466;239500
1135;8773;1997;3;2;460;169000
1136;6180;1926;2;1;180;102000
1137;9600;1950;3;1;288;119000
1138;6342;1875;2;0;0;94000
1139;9819;1977;2;2;714;196000
1140;8731;1920;3;2;495;144000
1141;7350;1951;2;2;840;139000
1142;10304;1976;4;2;484;197500
1143;9965;2006;4;3;1052;424870
1144;9000;1959;3;0;0;80000
1145;12180;1941;2;1;280;80000
1146;6240;1928;3;1;225;149000
1147;11200;1985;3;2;403;180000
1148;12000;1941;3;1;234;174500
1149;5700;1926;2;1;288;116900
1150;9000;1920;3;2;324;143000
1151;8280;1950;2;1;306;124000
1152;17755;1959;3;2;528;149900
1153;14115;1956;2;2;470;230000
1154;5890;1930;2;1;432;120500
1155;13700;1965;4;2;492;201800
1156;10768;1976;3;2;528;218000
1157;9350;1965;3;2;502;179900
1158;5001;2007;2;2;626;230000
1159;11932;2007;3;3;830;235128
1160;9120;1974;4;2;540;185000
1161;2280;1978;3;2;440;146000
1162;14778;1954;3;2;924;224000
1163;8724;1968;3;2;450;129000
1164;12900;1969;0;2;400;108959
1165;16157;1978;2;2;588;194000
1166;9541;2009;3;2;644;233170
1167;10475;2008;3;3;776;245350
1168;10852;2000;3;2;472;173000
1169;13728;1935;4;2;540;235000
1170;35760;1995;4;3;807;625000
1171;9880;1977;3;1;358;171000
1172;9120;1958;3;2;433;163000
1173;4017;2006;2;2;625;171900
1174;18030;1946;3;0;0;200500
1175;16560;1932;4;2;360;239000
1176;10678;1992;4;2;541;285000
1177;6951;1984;3;1;264;119500
1178;3950;1926;3;1;210;115000
1179;7681;1921;3;1;186;154900
1180;8335;1954;3;0;0;93000
1181;11170;1990;4;2;693;250000
1182;5587;2008;2;2;482;392500
1183;15623;1996;4;3;813;745000
1184;10800;1920;2;2;720;120000
1185;35133;1963;3;3;995;186700
1186;9738;1924;4;1;392;104900
1187;10615;1900;3;2;420;95000
1188;12461;1994;2;3;757;262000
1189;8935;2002;3;2;493;195000
1190;7500;1999;3;2;442;189000
1191;32463;1961;3;4;1356;168000
1192;2645;1999;2;2;492;174000
1193;9600;1925;3;1;250;125000
1194;4500;1999;2;2;402;165000
1195;9364;1969;4;1;299;158000
1196;8029;2005;3;2;400;176000
1197;14054;2006;4;3;660;219210
1198;8850;1916;3;1;225;144000
1199;9100;2001;3;2;573;178000
1200;11235;1963;3;2;459;148000
1201;9353;1970;3;1;280;116050
1202;10400;1998;3;2;546;197900
1203;6000;1925;3;1;216;117000
1204;9750;2000;3;2;451;213000
1205;10140;1975;3;2;495;153500
1206;14684;1990;3;3;701;271900
1207;8900;1966;2;1;384;107000
1208;9135;2003;3;2;544;200000
1209;7763;1962;3;2;506;140000
1210;10182;2006;3;2;500;290000
1211;11218;1992;3;2;462;189000
1212;12134;1988;4;2;492;164000
1213;9340;1941;2;1;234;113000
1214;10246;1965;0;1;364;145000
1215;10205;1962;3;1;300;134500
1216;7094;1966;3;1;384;125000
1217;8930;1978;4;2;539;112000
1218;8640;2009;3;2;552;229456
1219;6240;1947;2;0;0;80500
1220;1680;1971;3;0;0;91500
1221;7800;1964;2;1;288;115000
1222;8250;1968;3;1;322;134000
1223;10496;1949;3;1;315;143000
1224;10680;1951;4;2;528;137900
1225;15384;2004;3;2;388;184000
1226;10482;1958;3;1;264;145000
1227;14598;2007;4;3;668;214000
1228;8872;1965;2;2;576;147000
1229;8769;2008;1;3;1052;367294
1230;7910;1960;4;1;404;127000
1231;18890;1977;4;2;600;190000
1232;7728;1962;3;2;540;132500
1233;9842;1962;2;2;462;101800
1234;12160;1959;3;2;531;142000
1235;8525;1911;4;0;0;130000
1236;13132;1914;4;1;180;138887
1237;2628;2003;2;2;474;175500
1238;12393;2004;4;2;434;195000
1239;13072;2005;3;2;484;142500
1240;9037;2006;2;2;472;265900
1241;8158;2003;3;2;543;224900
1242;9849;2007;3;3;954;248328
1243;10625;1974;3;2;528;170000
1244;13891;2006;2;3;850;465000
1245;11435;1929;3;2;400;230000
1246;12090;1984;3;2;477;178000
1247;8125;2005;3;2;615;186500
1248;12328;1976;3;3;888;169900
1249;9600;1917;3;2;396;129500
1250;7200;1950;3;1;276;119000
1251;11160;1968;3;2;522;244000
1252;3136;2003;2;2;478;171750
1253;9858;1968;3;1;288;130000
1254;17542;1974;3;2;518;294000
1255;6931;2003;3;2;397;165400
1256;6240;1931;3;1;560;127500
1257;14303;1994;2;2;691;301500
1258;4060;1922;2;0;0;99900
1259;9587;2005;2;2;400;190000
1260;9750;1969;3;2;460;151000
1261;24682;1999;3;2;502;181000
1262;9600;1956;2;1;338;128900
1263;11250;1957;5;1;304;161500
1264;13515;1919;3;2;520;180500
1265;4060;1998;2;2;511;181000
1266;3735;1999;3;2;506;183900
1267;10120;1910;4;1;308;122000
1268;13214;2008;3;3;746;378500
1269;14100;1935;4;3;1014;381000
1270;11344;1958;3;1;315;144000
1271;23595;1979;0;2;586;260000
1272;9156;1968;3;2;462;185750
1273;13526;1965;3;1;288;137000
1274;11512;1959;2;1;312;177000
1275;5362;1910;3;2;552;139000
1276;11345;1948;4;2;400;137000
1277;12936;1972;3;2;497;162000
1278;17871;1967;3;2;480;197900
1279;9473;2002;3;2;577;237000
1280;7500;1920;2;2;528;68400
1281;9808;2002;3;2;544;227000
1282;8049;1990;2;2;484;180000
1283;8800;1977;3;2;484;150500
1284;9400;1971;4;0;0;139000
1285;9638;1919;4;1;336;169000
1286;6000;1939;4;1;280;132500
1287;9790;1963;3;2;528;143000
1288;36500;1964;4;2;390;190000
1289;5664;2000;2;2;499;278000
1290;11065;2006;3;3;753;281000
1291;14112;1964;3;2;484;180500
1292;1680;1972;3;1;264;119500
1293;6600;1892;4;1;432;107500
1294;10140;1976;4;2;528;162900
1295;8172;1955;2;2;572;115000
1296;8400;1968;3;1;288;138500
1297;8700;1963;3;2;525;155000
1298;3675;2005;2;2;525;140000
1299;63887;2008;3;2;1418;160000
1300;7500;1959;3;1;305;154000
1301;10762;1999;3;2;490;225000
1302;7500;1942;3;1;213;177500
1303;10120;1994;4;3;844;290000
1304;8688;2005;3;3;834;232000
1305;3363;2004;3;2;380;130000
1306;13173;2006;2;2;840;325000
1307;6955;2005;2;2;474;202500
1308;8072;1994;3;2;480;138000
1309;12000;1948;2;2;528;147000
1310;7153;1991;3;2;496;179200
1311;17500;1959;3;2;567;335000
1312;8814;2005;3;2;508;203000
1313;9572;1990;4;2;750;302000
1314;14774;1999;4;3;779;333168
1315;8190;1954;3;1;280;119000
1316;11075;1969;4;2;576;206900
1317;10226;2008;3;3;860;295493
1318;4230;2006;2;2;466;208900
1319;14781;2001;3;3;748;275000
1320;10215;1954;3;1;248;111000
1321;8400;1957;3;2;442;156500
1322;6627;1949;2;1;287;72500
1323;10186;1992;3;2;564;190000
1324;5330;1940;2;0;0;82500
1325;9986;2006;2;3;895;147000
1326;3636;1922;2;0;0;55000
1327;4270;1931;3;0;0;79000
1328;6600;1982;3;1;264;130500
1329;10440;1920;5;2;520;256000
1330;9084;1998;3;2;462;176500
1331;10000;2006;3;3;825;227000
1332;10780;1976;3;2;576;132500
1333;8877;1938;2;1;288;100000
